FID,Relief,Conf_R,Slope_MIN,Slope_MAX,Slope_MEAN,LDfG_MAX,LDfG_MEAN,Depth_MIN,Depth_MAX,Depth_MEAN,prc_pit,pit_no,prc_vall,prc_holl,Area,Perimeter,MBG_Width,MBG_Length,MBG_Orient,MBG_W_L,Area_CH,CH_Score,Dissect,Depth_RAN,PP_Score,LDfG_VAR,QuLDfG_Ran
797,5.18,3.047973633,0.808795989,6.748006344,4.515718903,81.07678223,78.78063445,-450.7991943,-445.6176147,-447.9273139,23.65630641,1,23.65630641,10.34963406,20106.8,532.9,136.087,196.642,62.2,0.692054596678227,20296.95,0.99,0.57,5.18,0.89,189.91,2
798,5.18,3.352783203,3.257142782,13.43313313,7.751430719,150.5711975,147.2254809,-521.5128174,-511.7592163,-516.6962593,26.77481972,1,10.47710337,18.62596154,12768.5,411.8,118.241,130.597,180,0.905388332044381,12800.69,1,0.5,9.75,0.95,6761.03,3
799,1.22,0,0.808819175,5.476610661,3.048846025,452.3232117,450.4036067,-821.4360352,-816.2543945,-819.2505318,0,0,0,41.39557979,13644.9,480.9,105.942,166.719,89.8,0.635452467925071,14668.59,0.93,0.43,5.18,0.74,148535.94,4
800,22.56,6.096008301,0,26.84067154,5.888496204,351.1296082,341.6116748,-720.2424316,-679.0944214,-710.5331719,15.71869367,6,17.87104592,8.250683609,455796,6957.4,890.54,1113.134,83,0.800029466353557,774541.58,0.59,0.24,41.15,0.12,76514.02,4
801,0.91,0,0,17.63797379,5.772869571,183.7944031,176.3481882,-552.602417,-524.2559814,-545.2259833,3.683959659,0,29.47167728,14.51913513,68592.1,1538.7,194.272,555.972,36.6,0.349427669019303,91651.53,0.75,0.26,28.35,0.36,12398.42,3
802,8.53,4.876831055,0,19.27477646,7.010069042,158.1911926,153.5027963,-529.1328125,-515.7216187,-522.6856464,13.85326034,3,37.27186711,0.989518595,45064.8,1216.8,154.034,496.133,66.1,0.310469168549562,62813.36,0.72,0.48,13.41,0.38,7832.74,3
803,0.91,0.914428711,0,8.279340744,4.093280877,165.8111877,162.2295949,-535.2288208,-525.1704102,-531.1990204,5.128075094,2,26.66599049,6.666497623,57971.6,1124.3,215.59,456.665,134.7,0.47209661349129,65838.23,0.88,0.4,10.06,0.58,9453.59,3
804,7.92,0,0.571943104,9.255527496,5.675750592,336.8039856,334.9751892,-705.6119995,-701.0400391,-704.0118042,0,0,15.32037847,86.81547801,2910.7,198,56.632,68.231,89.5,0.830003957145579,2938.33,0.99,0.36,4.57,0.94,72886.6,4
805,2.74,2.743225098,0,16.14734459,5.987479722,164.5920105,152.999114,-534.6192017,-507.4920044,-522.0730183,1.982566705,3,24.12122825,16.6866031,89969.1,1988.6,334.921,656.214,48.6,0.510383807721262,147874.63,0.61,0.46,27.13,0.29,7743.84,3
806,3.96,2.743225098,0.404419094,20.98364067,8.76786054,163.0679626,151.5425561,-533.0952148,-504.4440002,-520.5797013,2.234486792,2,6.005183253,42.59490447,106434.4,1875.7,238.305,758.34,169.2,0.314245589049767,138936.43,0.77,0.44,28.65,0.38,7489.61,3
807,0.3,0.30480957,0.285978675,7.383118153,3.755124862,148.4375916,145.0897895,-517.550415,-509.0159912,-514.1301507,0,0,0.809596076,74.48283896,18359.9,590.6,114.87,234.875,118.7,0.489068653539117,19998,0.92,0.41,8.53,0.66,6414.37,3
808,0.91,0.30480957,0.285923213,6.889374256,3.633509697,155.143219,154.5998681,-524.8656006,-521.817627,-523.7789307,0,0,34.15102798,78.05949254,3046.7,197,57.353,68.225,178.9,0.840644924880909,3046.73,1,0.37,3.05,0.99,8028.14,3
809,5.49,3.352813721,0.404431194,9.420431137,4.778753058,81.07678223,77.76104569,-450.4944153,-441.0455933,-446.7770414,24.76005796,1,34.19246099,9.43240303,37820.6,706.8,211.468,235.144,103.7,0.899312761541864,38299.44,0.99,0.4,9.45,0.95,162.84,2
810,7.01,6.096008301,0.285918832,13.7208128,3.865556039,161.5439758,155.4240502,-532.1807861,-519.3792114,-524.4668806,12.77552556,1,60.53165683,10.03791294,48866.4,957.5,206.619,348.981,6.4,0.592063751321705,54321.57,0.9,0.61,12.8,0.67,8176.51,3
811,2.13,2.133636475,0.857884467,10.98698711,5.391344856,142.3415833,136.5341187,-512.3688354,-498.0432129,-505.6350955,0.49129961,0,14.24768871,9.825992214,30254.7,775.6,124.764,326.994,102.4,0.381548285289638,31918.93,0.95,0.47,14.33,0.63,5117.13,3
812,6.1,4.571960449,0,14.39628792,4.805875836,167.3351746,157.9696739,-536.7528076,-511.1495972,-526.8740831,11.35336782,5,27.85840831,3.675078599,452992.8,6429.7,287.652,2756.607,106.3,0.104350021602644,644430.17,0.7,0.39,25.6,0.14,8643.36,3
813,1.22,0.914428711,0,10.35802364,5.343984243,143.8655701,141.3453508,-513.5880127,-505.663208,-510.3622083,0,0,30.4516473,20.3010982,16108.1,458.4,130.237,154.763,90.6,0.841525429204655,16193.86,0.99,0.41,7.92,0.97,5828.61,3
814,1.22,0,0,5.700647831,2.648648655,348.6911926,348.1778484,-717.8040161,-715.6704102,-717.1061771,0,0,72.49516799,11.15310277,5330.9,320.3,54.691,132.351,168.8,0.413226949550816,5742.67,0.93,0.34,2.13,0.65,80189.69,4
815,0.91,0.30480957,0.285983324,2.634619474,1.36882668,226.4664001,225.8849182,-595.5792236,-594.0552368,-594.8336135,39.06509208,0,54.69112893,1.562603683,9512.4,383.9,83.397,142.866,140.7,0.583742807945907,9926.51,0.96,0.52,1.52,0.81,25883.96,3
816,2.44,2.133605957,0,17.44711876,5.43482808,176.7839661,160.0465055,-545.8967896,-515.4168091,-528.9674361,5.124134176,2,57.30281755,4.186792558,237866.5,3287,252.55,1473.569,106.3,0.171386613046284,297980.64,0.8,0.56,30.48,0.28,9033.84,3
817,3.35,0,0.904290318,8.075177193,3.952135974,331.9272156,325.326599,-701.0400391,-688.8480225,-694.2206564,0,0,1.923446685,66.35891066,30911.5,758.4,158.67,299.457,68.1,0.529859044871217,33906.3,0.91,0.56,12.19,0.68,67769.94,4
818,1.52,1.219238281,0,9.586464882,4.61723561,150.8760071,147.1135721,-519.9888306,-509.6256104,-516.1270862,0,0,17.35450973,47.95325057,32547,780.9,205.635,233.616,116.7,0.88022652558044,37650.51,0.86,0.38,10.36,0.67,6742.64,3
819,9.75,0.30480957,0.285982549,14.51366234,6.740743306,338.3279724,331.8685811,-707.4407959,-685.7999878,-700.7883537,1.541671299,1,24.923686,33.91676858,57849.5,1297.2,216.392,434.898,77.1,0.497569545042746,69950.39,0.83,0.31,21.64,0.43,71218.84,4
820,1.22,0.914428711,0,15.32878399,5.70084216,208.1783752,193.1776825,-577.9008179,-544.3728027,-562.1699413,1.791454467,1,20.00457488,46.27924038,99567,1762.2,172.369,768.046,98.1,0.224425359939379,113293.91,0.88,0.47,33.53,0.4,16429.52,3
821,36.27,31.69921875,0.639429033,27.67496872,12.87397868,109.1183777,85.87495349,-478.5360107,-435.8640137,-455.0045313,13.23846775,1,19.25595309,16.54808469,148209.5,1438.1,422.866,447.255,90,0.945469586701099,151639.25,0.98,0.55,42.67,0.9,435.76,2
822,2.44,2.133605957,0.285977632,10.72498798,4.089115476,173.7359924,166.6595094,-543.1536255,-526.0847778,-535.5822414,2.321022408,2,49.96306131,6.596590003,121678.6,1876.8,403.773,518.796,28.8,0.778288575856406,159202.63,0.76,0.45,17.07,0.44,10334.66,3
823,0.3,0.30480957,0.285987228,17.84475327,4.154666864,177.3935852,173.0650707,-546.5064087,-530.6567993,-541.9885113,0,0,9.926366483,70.38696234,49415.5,1014.9,224.334,349.627,103.3,0.641638088591556,58196.09,0.85,0.29,15.85,0.6,11678.06,3
824,8.23,6.096008301,0.857892215,14.22091961,6.898351717,143.256012,136.8381833,-513.5880127,-498.3479919,-505.9972616,11.1417654,2,15.15280094,8.022071087,66704.6,1211.7,255.951,403.286,26.5,0.634663737397281,77668.49,0.86,0.5,15.24,0.57,5160.72,3
825,14.63,13.41122437,0,22.26647758,8.386594984,146.6087952,121.4431302,-516.0264282,-445.3128052,-490.4419554,5.169693323,2,31.83442731,2.775309047,273148.4,4711.6,433.221,1243.314,139.6,0.348440538753686,428139.27,0.64,0.36,70.71,0.15,3185.83,2
826,1.22,0,0,9.745383263,4.632191744,283.4640198,282.0892913,-652.5767822,-648.0048218,-651.0901365,0,0,13.9568032,65.79635792,7455.1,346.6,68.858,142.294,92.7,0.483913587361379,7524.04,0.99,0.33,4.57,0.78,47127.76,4
827,5.18,3.352813721,1.429573178,12.50069904,7.545180327,141.122406,137.7662801,-511.4544067,-502.0056152,-507.2369023,33.36698372,1,4.448931165,3.336698371,13364.2,416.7,118.133,130.543,0.1,0.904935538481573,13369.03,1,0.45,9.45,0.97,5294.93,3
828,0.91,0,1.91762042,3.976964712,2.798827209,452.3232117,450.896182,-821.1312256,-818.3880005,-819.7734708,0,0,67.14011835,8.952015788,3320.8,238.6,46.487,97.311,108.2,0.477715777250259,3474.16,0.96,0.51,2.74,0.73,148915.86,4
829,6.4,3.352783203,0.285988271,11.29092598,5.732159494,118.5671997,114.6324996,-487.9848022,-477.6216125,-483.7499328,18.69914941,1,9.096883495,32.34447466,29411.7,631.5,189.672,214.883,59.2,0.882675688630557,29997.15,0.98,0.41,10.36,0.93,2463.39,2
830,1.52,1.523986816,0,16.53108215,5.073626128,294.1319885,289.9499505,-663.244812,-647.3952026,-658.8478334,11.35764807,1,20.42292679,5.001533093,142652,2452.7,258.811,1052.302,83,0.24594745614852,197135.28,0.72,0.28,15.85,0.3,50602.48,4
831,6.1,3.657592773,0.285961688,13.5181036,4.318343513,142.3415833,138.7735813,-511.4544067,-503.8344116,-507.7442199,22.18993024,1,21.86833704,10.61257533,46220.3,845.6,203.41,313.123,90.2,0.64961692370091,48287.48,0.96,0.49,7.62,0.81,5442.54,3
832,11.58,10.66802979,0,19.08524323,7.200810737,156.3623962,144.1584277,-526.9992065,-498.9576111,-513.1779169,7.008772483,4,18.95330024,7.107487589,150576.2,2661,256.338,984.031,102.2,0.26049789081848,196046.28,0.77,0.49,28.04,0.27,6266.06,3
833,9.75,9.448822021,0,20.02658844,5.956656597,164.8968201,136.9433289,-534.6192017,-480.6696167,-505.910911,2.210265799,3,28.07856182,4.788909232,363152.6,5439.2,421.836,2291.075,142.4,0.184121427714064,673148.43,0.54,0.53,53.95,0.15,5175.84,3
834,0.3,0,0.285990834,3.532898426,2.192838115,425.8055725,424.0315623,-794.918396,-790.041626,-792.9229212,0,0,8.758741816,83.60617186,18667.7,547.9,123.738,201.197,71,0.615009170116851,19783.77,0.94,0.42,4.88,0.78,128903.66,4
835,3.96,1.828796387,0.285990059,9.905498505,4.163294563,306.6288147,303.3077111,-676.0463867,-663.8544312,-672.2464652,12.42231486,0,11.15473171,23.0700133,58631.8,1354.7,205.508,508.892,87.1,0.403834212367261,73790.45,0.79,0.31,12.19,0.4,56790.57,4
836,0.3,0,0.404411227,8.800349236,5.103718907,277.9775696,276.1640381,-647.0903931,-641.9088135,-645.4063843,0,0,25.93092501,70.01349753,5732.2,273.1,81.402,91.91,153.5,0.885670764878686,5744.02,1,0.33,5.18,0.97,44590.25,4
837,9.45,6.096008301,0,20.52373123,7.470572736,189.2807922,179.4130695,-558.6984253,-534.9240112,-548.31669,31.01431151,1,6.45889039,0.698258421,255449.4,3721.6,246.668,1663.607,113,0.148272999572615,326813.67,0.78,0.44,23.77,0.23,13090.35,3
838,11.58,7.010375977,0.285962224,15.77668762,9.494311655,138.9888,130.2797669,-509.0159912,-489.8135986,-499.6328227,19.34327765,1,15.82631808,7.033919146,42264.2,929,239.502,290.994,157.3,0.823047897894802,49341.69,0.86,0.49,19.2,0.62,4261.45,3
839,23.47,0,2.232566118,23.26293755,11.32981165,448.9703674,439.1519457,-817.7783813,-794.6135864,-808.2161209,0,0,1.070692945,4.282771777,13882.7,480.8,118.052,167.103,89.6,0.706462481224155,14886.56,0.93,0.41,23.16,0.76,139989.68,4
840,23.47,0,2.232566118,23.26293755,11.32981165,448.9703674,439.1519457,-817.7783813,-794.6135864,-808.2161209,0,0,1.070692945,4.282771777,13882.7,480.8,118.052,167.103,89.6,0.706462481224155,1900000,0.01,0.41,23.16,0.76,139989.68,4
841,5.49,3.352783203,0.285987467,22.0665493,9.030611358,158.1911926,142.8174098,-527.3040161,-483.1080017,-511.7709082,12.45497155,0,9.539978209,17.31329379,168273.7,3076.5,376.11,1056.902,82.9,0.355860808286861,288461.88,0.58,0.35,44.2,0.22,6055.55,3
842,10.97,9.753601074,2.081087589,15.47380543,8.031834486,184.7087708,178.0475008,-556.8696289,-541.0200195,-547.3778383,16.91201351,1,37.82950391,14.24169559,33398.6,679.9,202.172,219.398,26.2,0.92148515483277,34467.08,0.97,0.6,15.85,0.91,12779.74,3
843,8.53,5.79119873,0,23.28359604,5.921227867,213.3600159,201.3449744,-582.4727783,-541.3248291,-570.2760963,17.64895712,1,15.62808416,17.98576927,220659.2,3038.1,300.957,1337.054,90,0.225089637366928,278837.38,0.79,0.3,41.15,0.3,18589.95,3
844,19.2,4.572021484,0.404428631,19.94831276,5.567453303,370.3320007,356.8652412,-739.4448242,-709.5744019,-725.8134748,11.41653303,1,32.10290058,10.14802936,152332.1,2398.3,212.599,1063.233,31.6,0.199955230885422,186711.74,0.82,0.46,29.87,0.33,85185.32,4
845,7.01,4.267150879,2.232485533,19.46375847,10.8835964,191.1095886,183.88053,-561.1367798,-540.71521,-553.2335414,18.88905573,1,15.11124458,11.33343343,27542.1,613.3,172.348,208.24,42.9,0.827641183250096,28018.43,0.98,0.39,20.42,0.92,14132.58,3
846,3.66,1.828796387,0.857927978,11.24284363,4.922288905,293.5223694,291.5612776,-663.244812,-656.5391846,-660.657553,0.790536423,0,49.80379463,122.5331455,18802.6,558.6,104.838,226.975,90,0.46189227888534,19316.52,0.97,0.39,6.71,0.76,51330.01,4
847,1.22,0.609558105,0.404454648,12.72859001,5.137213479,300.5328064,296.7966305,-669.9503784,-660.1968384,-665.7355846,3.884762376,1,42.97518378,10.92589418,61220.3,1479,134.895,645.643,94.1,0.208931251481082,71703.12,0.85,0.44,9.75,0.35,53729.68,4
848,5.49,3.657592773,0.808788717,11.96006966,8.011078059,142.0368042,138.7151645,-512.673584,-503.8344116,-508.2436152,30.73208891,1,11.38225515,7.967578609,13059,414.3,118.174,130.242,180,0.907341717725465,13113.12,1,0.51,8.84,0.96,5433.93,3
849,0.91,0,0.571948647,4.512526989,2.169568405,57.60717773,56.99758911,-426.4151917,-424.8912048,-425.9942859,0,0,54.210006,31.62250349,3290.3,213.4,54.425,77.974,107.5,0.697989073280837,3318.56,0.99,0.3,1.52,0.91,64.04,2
850,1.52,0,0.639382899,6.09736681,2.653801703,276.7583923,275.4037229,-645.8712158,-642.213623,-644.4778326,0,0,77.23975963,24.65098711,9044.8,424.8,68.293,178.859,90,0.381825907558468,9699.78,0.93,0.39,3.66,0.63,44269.73,4
851,2.44,1.523986816,1.17899251,9.268810272,4.450760114,112.776001,111.0901885,-483.1080017,-477.6216125,-480.2782585,15.7820994,1,32.77820645,26.70816821,12243.9,409.1,111.84,141.521,120.8,0.790271408483547,12517.69,0.98,0.53,5.49,0.92,2124.31,2
852,0.3,0,0.404455751,3.723634005,2.149074318,56.99758911,56.21381705,-425.805603,-423.9768066,-425.1524604,0,0,41.26689,34.38907499,4322.3,238.6,66.919,82.208,73,0.814020533281432,4340.52,1,0.38,1.83,0.96,77.2,2
853,0.91,0.914428711,0.904330432,7.512440205,3.810658642,272.79599,270.279054,-642.213623,-635.8128052,-639.2965017,0.621810226,0,47.2575772,9.948963619,23904.6,705.5,115.432,297.5,94.5,0.388006722689076,25641.16,0.93,0.46,6.4,0.6,42139.49,4
854,4.57,3.04800415,1.179006338,6.999353409,4.825428322,131.0639954,127.1163397,-501.091217,-491.0328064,-496.2094899,18.0230135,1,15.8384058,43.14600201,27216.1,634.1,177.915,201.586,90.8,0.882576170964253,28523.46,0.95,0.49,10.06,0.85,3858.44,3
855,3.96,3.657592773,0.285989553,19.10745621,7.239762014,112.776001,103.87555,-482.4984131,-449.2752075,-472.8560257,12.7967615,1,38.39028452,20.94015519,63885.5,1143.8,244.323,405.32,150.9,0.602790387841705,74762.01,0.85,0.29,33.22,0.62,1511.31,2
856,9.14,6.705596924,0.63944751,17.82322311,7.646864833,122.8343811,117.4108203,-492.5567932,-478.5360107,-486.4828805,27.99972127,1,13.71986342,5.879941465,53086.8,914.5,199.179,340.228,80.5,0.58542800710112,55233.13,0.96,0.44,14.02,0.8,2746.89,2
857,7.92,4.87677002,1.178972125,13.34049034,7.514643704,176.7839661,173.1076767,-547.4207764,-538.581604,-542.5707424,33.02060802,1,20.5263239,6.247142057,16655.5,508.5,122.893,181.64,81.9,0.676574543052191,17691.73,0.94,0.55,8.84,0.81,11687.27,3
858,50.29,36.88079834,0,20.35306549,8.088595289,500.7864075,478.2963338,-870.5087891,-821.4360352,-847.1858073,17.08202451,1,23.58008571,13.93144939,603893,2981,862.209,902.797,126.9,0.955041941876191,622038.73,0.97,0.48,49.07,0.86,170813.86,4
859,7.01,3.962432861,0,17.75228691,5.436759029,143.256012,129.4721352,-512.3688354,-478.2312012,-498.384732,11.57414343,2,51.93054832,5.266541457,242724.1,2668.4,300.903,1107.321,111,0.271739631055493,287511.71,0.84,0.41,34.14,0.43,4156.66,3
860,0.3,0.30480957,0,5.102405548,2.418493886,459.3335876,456.5330799,-828.1416016,-820.5216064,-825.4027487,0,0,46.0330063,42.33899962,52310.1,886.7,234.818,306.917,154.3,0.76508632627062,54801.68,0.95,0.36,7.62,0.84,153298.15,4
861,6.1,4.876831055,0,9.3706007,4.74393701,208.1783752,203.9057692,-578.2056274,-567.8424072,-572.9838726,16.77514999,1,41.75941593,2.855344678,41645.8,877,180.197,350.027,110.6,0.514808857602414,45721.86,0.91,0.51,10.36,0.68,19294.81,3
862,1.52,0,0.285970241,4.087857723,2.640905024,106.0704041,105.3177247,-475.183197,-473.0495911,-474.4056552,48.6616132,0,42.57891155,4.055134433,7331,312.9,92.398,109.212,117.4,0.846042559425704,7370.05,0.99,0.38,2.13,0.94,1625.52,2
863,8.23,0,1.278825283,7.394500732,4.11397525,459.3335876,457.0797932,-828.1416016,-823.2648315,-825.9736655,0,0,0,93.64691229,10634.6,416.1,79.225,162.85,23.8,0.486490635554191,11045.33,0.96,0.45,4.88,0.77,153726.56,4
864,10.97,5.181640625,0,25.21382141,8.124507809,358.4447937,343.1904185,-728.1672363,-663.244812,-712.1081543,14.49756961,0,21.62265502,13.11213634,300408.6,4550.5,348.999,1700.148,33.1,0.205275658354449,458735.48,0.65,0.25,64.92,0.18,77389.91,4
865,10.97,6.400817871,0.285957962,22.41890335,7.159163979,323.6976013,289.0179557,-693.1152344,-594.3599854,-657.9724389,5.949443548,2,28.45533857,13.66672175,437221.6,5300.8,410.54,2117.761,180,0.193855680598519,638858.74,0.68,0.36,98.76,0.2,50184.04,4
866,5.18,1.828796387,0,27.48711205,8.175024981,148.7424011,139.8547013,-518.4647827,-484.9367981,-508.8736509,6.641878715,1,9.73378777,8.817666569,129800.7,2724.9,209.301,1013.567,49,0.206499422337152,177181.74,0.73,0.29,33.53,0.22,5603.23,3
867,1.22,1.219238281,0,8.07553196,3.488452254,281.0256042,277.2827414,-650.1384277,-637.9464111,-646.2028667,11.85743006,1,33.82283328,17.88333713,76467.9,1650.4,169.167,705.655,87.7,0.239730463186685,96172.95,0.8,0.33,12.19,0.35,45063.96,4
868,4.27,2.133605957,0,11.29134178,4.312087014,297.4847717,293.268553,-666.5975952,-653.1864014,-662.185956,12.50641265,1,28.87282921,2.779202812,96270.3,1871.6,191.218,827.076,81.7,0.231197616664007,123188.01,0.78,0.33,13.41,0.35,52106.53,4
869,5.79,3.962402344,0.90434438,13.47658539,8.639690614,302.9712219,298.5826382,-673.3032227,-662.3303833,-668.0962078,24.78103085,1,15.24986514,12.39051543,15595.3,454.1,130.307,142.697,90,0.913172666559213,15652.4,1,0.48,10.97,0.95,54560.85,4
870,6.1,4.87677002,0.808799744,17.39664078,9.474356467,175.8695984,168.6479319,-545.8967896,-527.3040161,-537.9155648,12.93703909,1,19.40555863,10.24182261,27575,625,171.655,197.533,9.2,0.868994041501926,28270.38,0.98,0.43,18.59,0.89,10742.89,3
871,2.44,1.524017334,0.639492273,6.27315855,3.644898377,129.8447876,126.2961683,-499.2624207,-490.7279968,-495.3306556,0,0,27.59007352,51.80177069,26398.7,635.3,156.732,231.713,43,0.676405726049035,27744,0.95,0.47,8.53,0.82,3757.22,3
872,0.91,0,1.179055452,11.180686,4.419160713,216.7127991,215.1602192,-586.1304321,-581.8632202,-584.4730606,0,0,69.86936871,9.527641192,4680.3,270.9,60.27,99.192,11.1,0.607609484635858,4930.56,0.95,0.4,4.27,0.8,22548.09,3
873,0.3,0,0.28600198,4.156851768,1.374808441,341.3760071,341.1502222,-710.4888306,-709.2695923,-710.0824178,0,0,104.9298546,0,3824.8,228.6,57.318,81.45,1.8,0.703720073664825,3825.66,1,0.36,1.22,0.92,76258.95,4
874,9.14,7.010406494,2.061426163,14.75758839,9.458976619,109.7279968,103.887072,-480.0599976,-467.2583923,-473.3479201,28.02223935,1,17.96297394,7.185189575,20687.2,525.6,151.045,174.216,108.6,0.86699843871975,20747.06,1,0.53,12.8,0.94,1512.2,2
875,2.44,2.133605957,0.28599757,15.62658501,5.829997696,144.1703796,137.2055229,-513.2832031,-491.9472046,-506.2354972,10.38373094,2,20.76746188,8.930008611,71574.2,1869.6,136.507,845.124,108.7,0.161523042772422,100461.35,0.71,0.33,21.34,0.26,5213.64,3
876,0.91,0.30480957,0.639446259,12.82479763,5.088718641,197.8152161,194.5653715,-567.2327881,-557.479187,-563.5710895,0,0,32.90793836,37.70701271,21681.1,588,118.584,234.551,116.5,0.505578744068454,22291.48,0.97,0.38,9.75,0.79,16787.19,3
877,1.52,0.914367676,0.404464155,3.533147573,1.990062337,202.0823669,201.3082056,-571.5,-569.366394,-570.2625208,0,0,99.57216231,0,14928,465.7,122.231,161.1,128.7,0.758727498448169,15435.77,0.97,0.61,2.13,0.87,18579.93,3
878,3.96,1.523986816,0,8.139484406,4.821395332,115.214386,114.0229,-485.2416077,-481.5840149,-483.45437,23.65945066,1,37.85512103,2.365945065,6282.5,285,81.893,93.299,0.2,0.87774788582943,6284.36,1,0.5,3.66,0.97,2403.24,2
879,0.3,0,0,19.79620934,7.38210618,97.53598022,91.33925409,-466.3439941,-450.7991943,-460.3539103,0,0,2.53596674,58.32723502,17584,528.4,133.667,186.208,119.9,0.717837042447156,18689.71,0.94,0.39,15.54,0.79,693.76,2
880,5.79,0,0.285946786,4.601597309,2.509226559,289.2552185,288.3331787,-658.367981,-655.9296265,-657.3012131,0,0,5.087064398,83.93656252,5843.9,294.3,73.206,111.657,76.3,0.655632875681776,6010.52,0.97,0.46,2.44,0.85,49877.71,4
881,0.61,0,0.28594628,3.451631784,1.238153169,228.9048157,228.7524109,-598.0175781,-597.1032104,-597.6958822,19.65846639,1,44.93363746,0,5292.8,271.3,69.596,93.188,90,0.746834356354895,5368.14,0.99,0.4,0.91,0.91,26814.85,3
882,3.05,0.30480957,0,7.378162384,1.981170469,434.6448059,433.5060295,-803.7576294,-800.4047852,-802.3874209,26.58366887,0,54.10009805,4.663801557,31871.3,944.6,99.016,418.796,14.8,0.236430147374856,36447.93,0.87,0.42,3.35,0.45,135796.69,4
883,1.22,0.30480957,0.571992815,6.01099062,3.312562334,293.5223694,292.7150937,-662.9400024,-660.1968384,-661.9020419,0,0,44.9916007,50.61555079,5286,264.3,69.66,91.863,89.9,0.758303125306162,5300.05,1,0.39,2.74,0.95,51854.16,4
884,16.46,11.58239746,0,14.85804844,6.059998419,174.9551697,161.2751977,-544.6776123,-519.0744019,-530.2692373,5.434413622,3,31.38373867,4.483391238,218815,3063.6,458.35,872.211,34.5,0.525503576542832,284183.15,0.77,0.56,25.6,0.29,9268.91,3
885,3.35,1.219177246,1.739174843,11.78153515,6.603608664,151.1808167,147.5864586,-521.2080078,-511.4544067,-516.8286634,2.948173519,0,23.58538813,30.46445967,15125.4,457.6,128.103,161.441,57.2,0.793497314808506,15391.19,0.98,0.45,9.75,0.91,6820.52,3
886,9.75,8.22958374,1.808166742,17.09670258,9.868955428,135.6359863,127.9129916,-506.8824158,-488.5943909,-497.3663404,13.5151758,2,6.584316415,6.237773445,42892.6,1018.5,190.946,343.247,23.2,0.556293281514478,52825.96,0.81,0.52,18.29,0.52,3958.04,3
887,2.13,0.914428711,1.739170194,8.38506794,4.891700748,148.132782,146.1322722,-518.1600342,-511.4544067,-515.3309455,0,0,6.922298749,67.83852776,10736.4,388.2,102.312,139.419,48.6,0.733845458653412,10960.4,0.98,0.43,6.71,0.9,6582.45,3
888,14.63,11.88717651,1.808212757,17.72479057,11.91292957,115.5191956,105.9786407,-485.8511963,-466.0392151,-475.5144428,22.07723799,1,34.39941733,7.18793795,28951,640.2,183.575,193.886,80.5,0.946819264928876,29848.13,0.97,0.52,19.81,0.89,1679.25,2
889,1.22,0,0.857958257,5.929930687,2.621191028,103.0223999,102.7853292,-472.4400024,-470.9160156,-471.9489356,5.945587763,0,77.29264087,5.945587759,2500,178.9,53.314,59.408,43.1,0.897421222730945,2500.03,1,0.34,1.52,0.98,1427.73,2
890,6.1,5.18157959,0.286004573,10.81993866,6.045202961,212.7503967,208.2075112,-583.0823975,-572.1096191,-577.4251604,22.51106939,1,9.647601167,16.07933528,23110.6,561.6,151.141,183.569,99.6,0.823347079299882,23464.56,0.98,0.52,10.97,0.92,20508.39,3
891,2.44,1.523986816,1.179049015,7.252598763,3.842576995,121.9199829,120.4460349,-491.642395,-487.3752136,-489.6407348,19.45116669,1,22.44365388,28.42862825,9934.3,385.7,97.376,131.438,71.6,0.740851199805232,10268.98,0.97,0.48,4.27,0.84,3074.26,2
892,0.3,0,0,11.12506485,5.019909383,324.3072205,321.7284345,-693.4199829,-683.9711914,-690.6728002,0,0,10.28466421,41.13865682,11562.2,444.4,95.234,169.792,111.8,0.560886260836788,12676.84,0.91,0.29,9.45,0.74,65909.49,4
893,0.3,0,0,5.535830498,3.351552701,223.723175,222.7493145,-592.8359985,-589.4832153,-591.802657,0,0,14.37362199,21.56043299,6204.8,290.4,80.785,93.996,90.1,0.859451466019831,6282.17,0.99,0.32,3.35,0.93,24884.85,3
894,0.3,0.30480957,0.404470384,6.324463844,3.553496385,116.4335938,115.3219688,-485.5464172,-482.1936035,-484.4168558,0,0,43.06041332,43.06041331,7594.2,320.4,91.983,109.167,114.7,0.842589793618951,7673.57,0.99,0.35,3.35,0.93,2532.3,2
895,4.88,2.133605957,0.639457285,12.12688828,5.51343743,168.2496033,165.9218411,-538.2767944,-529.4376221,-534.9887273,19.7861772,1,16.37476733,4.775973806,21785.9,592.3,125.373,239.315,116.7,0.52388274867852,22374.16,0.97,0.38,8.84,0.78,10185.22,3
896,17.68,11.58239746,0.285946012,13.20590019,3.723057577,165.2015686,156.6131073,-537.0576172,-518.4647827,-525.6030847,6.164041628,1,60.73836141,9.321233682,98868.6,1559.2,263.554,526.56,152.6,0.500520358553631,114975.48,0.86,0.62,18.59,0.51,8392.96,3
897,9.75,7.315185547,2.081217527,15.56039047,9.063817836,103.327179,96.49209215,-474.2687988,-457.8096008,-465.8354794,23.95897999,1,7.291863474,12.50033738,28538.4,627.2,179.18,211.292,154.6,0.848020748537569,29157.09,0.98,0.52,16.46,0.91,991.75,2
898,10.06,6.400817871,0.404467821,17.44042969,7.996944713,153.6191711,147.1992235,-523.0368042,-503.8344116,-516.2673082,31.11592272,1,8.409708841,12.40432054,70699.9,992.2,268.206,333.016,173.7,0.805384726259399,72322.9,0.98,0.35,19.2,0.9,6756.71,3
